51.8459,21.2836
53.2286,22.11128
52.96216,20.98183
52.39538,16.11815
52.88195,20.61186
53.09184,16.12979
50.04601,22.15007
52.7093,15.2411
53.60535,19.58697
53.33078,16.29562
50.42837,16.6578
54.17457,16.20104
54.18716,16.1746
54.20529,16.2053
51.82495,16.48474
52.80853,23.19441
53.64671,19.74378
51.24418,16.28494
53.57405,23.10496
52.25575,15.54979
53.42654,14.48471
53.42066,14.51373
50.58828,16.80628
50.63438,21.94074
51.35947,20.62463
52.33227,15.72098
51.6855,16.12
53.58968,23.1097
52.31314,20.92247
53.68837,23.09448
50.03345,21.39779
50.33073,22.33875
49.99368,21.32152
50.47443,18.79898
51.63145,18.54722
50.24012,18.76801
50.59634,19.14984
53.16423,16.78445
50.71546,22.3998
50.75077,22.33495
50.44759,22.1541
49.99034,18.95301
50.11604,19.79008
50.23282,19.71215
50.97996,21.25952
51.03521,21.19769
49.93869,22.81149
50.06092,22.47609
50.65585,21.45629
50.43945,20.93037
54.04394,18.98325
50.08607,20.22929
50.1069,20.29832
50.71447,19.15115
54.13372,16.04111
50.00334,18.95137
50.45663,21.7363
51.82462,16.44387
51.74094,16.28691
52.58801,15.48138
50.30602,19.47843
50.6883,19.13355
53.32527,14.54039
53.93696,18.4359
51.92103,16.56526
54.36553,16.71399
52.62613,15.40117
51.31116,21.25193
53.22055,14.48952
52.97692,14.6717
52.25435,15.4752
50.89418,22.12248
52.84016,20.50382
52.81829,20.28714
52.80942,20.87387
52.55967,21.76256
53.47056,15.35154
50.75226,18.6095
50.79726,18.58144
52.46084,21.92223
52.93028,23.26303
54.20237,21.75834
53.4617,14.78807
53.46146,14.78766
52.58373,15.01614
51.89567,20.78252
51.33972,17.58533
54.20514,17.33258
52.62907,20.203
53.932,18.75828
53.24739,16.58423
53.2814,15.59802
49.9007,18.99203
50.07145,22.32935
49.9205,21.87932
51.1397,16.17659
51.23119,18.54167
49.86123,19.90968
51.57082,21.88946
49.80445,18.79043
51.63579,16.90637
51.61977,22.27396
51.28638,22.67722
54.5838,18.10788
54.33782,16.6018
53.80318,22.96916
52.69126,20.04983
52.63886,20.14086
52.97082,22.24451
51.82073,19.28088
51.28217,18.78901
51.87343,20.8898
53.75887,18.94284
53.82934,18.06488
54.11896,22.9379
54.17918,22.99843
50.26524,20.07559
52.20788,19.57769
52.22055,19.39444
51.85028,19.40941
51.77464,19.32648
51.7138,19.43178
53.52179,18.81094
53.42751,18.51966
51.78671,19.48371
51.80752,19.42564
51.88336,19.38665
50.63273,19.87323
49.96837,20.67759
50.47097,19.22898
51.94847,21.13857
51.05291,20.40301
53.53576,23.10492
53.44089,23.0954
52.31488,21.09837
50.57734,19.65135
50.49323,19.49509
53.40303,23.48961
53.37376,23.43141
49.91707,18.98882
50.40931,19.22218
50.65188,17.67398
50.75925,17.68225
54.16589,18.04356
54.18596,18.10065
