23.28958,53.04821
23.32129,53.02107
20.98447,52.83874
20.95895,52.83369
21.63823,52.43887
21.65311,52.46038
22.77587,51.2971
22.73618,51.30413
20.29644,52.76832
20.31323,52.754
20.32609,52.71954
20.3335,52.70568
20.34749,52.69497
20.35716,52.68771
21.39159,52.04099
21.43018,52.0472
21.26195,52.22236
21.28167,52.22164
20.27728,52.18659
20.25293,52.20809
18.84942,50.43443
18.86289,50.43188
18.60034,50.21517
18.58144,50.19949
18.41158,49.96423
18.40163,49.96013
18.39389,49.95971
18.38209,49.95717
16.20754,51.40757
16.19434,51.41152
16.23938,51.70734
16.25907,51.72557
20.02161,51.55616
20.04948,51.55022
20.17065,51.77288
20.12407,51.77531
19.24994,51.34321
19.23036,51.34198
15.70089,52.09693
15.65778,52.09108
14.81822,53.63068
14.81381,53.674
20.79061,50.86118
20.7353,50.86574
20.229,53.74426
20.29484,53.75933
21.30519,53.82588
21.33414,53.77972
21.84927,49.67397
21.85692,49.68407
21.81444,50.21467
21.7803,50.2382
21.04937,50.00813
20.99453,49.99238
17.58137,50.78762
17.55405,50.79388
18.34142,54.61963
18.34462,54.63326
22.90102,51.29895
22.95525,51.30391
