52.1073,21.22195
50.86537,16.85982
54.5,14.25
50.0651,22.24053
50.25187,19.12365
51.7284,19.50106
50.22566,22.11456
53.82694,20.67499
52.68523,21.59052
52.45699,19.95932
51.941,20.22607
51.0476,16.9709
53.5872,17.8019
50.94282,18.42763
51.46562,18.04414
52.58378,15.55098
50.79617,17.09771
52.08721,19.745
49.88835,18.84979
52.6878,22.46869
50.97256,20.24112
51.96873,18.73582
49.8577,18.75813
50.92547,17.24015
50.31648,19.28953
51.02812,18.42485
49.60856,22.53734
50.86406,22.68728
49.75244,21.92574
50.15043,19.25322
52.15592,21.04708
51.22501,16.43655
52.16521,21.52115
50.88757,20.62831
50.04859,18.94329
50.77891,18.42509
51.433,22.59605
52.14547,20.8106
50.6125,22.67279
53.28945,20.26446
51.0223,23.20612
54.42183,16.49817
49.88485,18.86709
51.60218,19.18016
52.67928,22.29542
52.48453,22.88012
53.2815,19.81442
51.76071,19.53696
51.75267,19.53152
51.73201,19.47871
53.9525,23.20689
54.15134,20.61554
51.09017,21.62901
52.39546,18.69331
52.16649,20.87394
53.85219,19.16669
51.16884,17.46405
50.37211,23.36977
51.86547,15.67914
50.61947,22.68197
51.92996,18.85657
49.43986,20.14318
50.47119,17.32163
49.88731,22.8162
52.00119,21.24694
50.59256,22.85783
52.15859,20.84604
54.27716,16.43703
49.66077,19.29415
52.07487,21.03565
50.39802,22.74416
50.30032,23.21741
50.0834,20.20813
51.10205,20.31533
50.57223,19.63889
51.36911,19.83953
52.05794,20.66677
53.75286,18.75911
53.71004,20.11911
53.11424,22.15963
51.1448,20.2441
50.07748,18.58881
49.66643,22.58901
50.9628,16.79163
52.39917,21.106
49.84292,19.08987
54.45933,17.04297
52.43863,22.25816
52.40379,22.25667
52.38711,18.5312
50.94162,20.65268
53.70362,20.10514
52.11553,20.77755
52.11761,20.7888
52.2537,15.47852
53.48052,14.4194
53.4543,14.55414
53.01787,18.61314
53.02262,18.61212
53.03312,18.6006
52.60563,15.41497
50.9658,20.58495
51.64339,19.49378
51.59613,19.5524
53.67864,19.8846
53.04315,16.76009
51.29122,21.99762
51.38641,22.63559
52.19605,21.01361
52.21102,20.97653
52.2026,20.96911
52.54499,16.12109
50.70187,22.68271
51.06472,17.05546
52.23111,20.77146
52.06119,16.95408
52.30328,21.08873
51.12312,23.36185
53.83333,18.4421
51.75787,19.44852
51.94926,15.51813
52.71368,16.53216
52.03266,19.85931
54.55451,18.49464
54.13046,16.93215
51.00368,18.09213
50.71386,18.64371
51.04331,18.41821
50.95667,18.25844
50.94604,18.26291
49.9956,22.81938
53.99666,14.66246
51.93413,21.31079
51.39426,20.44474
50.93412,20.2404
50.88225,20.2686
52.32478,21.05106
50.99996,17.32768
54.04984,20.43536
52.24823,21.09763
52.24619,21.10536
52.24928,20.99854
53.47773,15.05864
50.84515,16.31545
50.84595,16.32085
50.58972,19.16041
49.9889,22.58552
49.94933,22.55771
52.17434,20.66627
53.18112,18.56684
49.86527,19.31212
49.87158,19.30096
52.37379,21.85416
52.37761,21.89447
52.07674,22.29452
52.09,22.30117
52.43894,22.2236
52.08829,21.62568
51.82104,20.94138
51.15483,22.40407
52.17033,21.04066
